0,0,tr,0,0,1106
0,1,zw,1,0,119
0,2,tr,5,0,60
0,3,tr,3,1,147
0,4,tr,4,1,152
0,5,zw,3,0,85
0,6,zw,2,0,160
0,7,zw,0,1,126
0,8,tr,4,0,41
0,9,tr,5,1,156
0,10,zw,1,0,97
0,11,zw,2,1,149
0,12,tr,3,0,40
0,13,zw,0,0,108
0,14,zw,4,2,320
0,15,zw,2,2,160
0,16,tr,5,0,116
0,17,zw,2,0,49
0,18,zw,3,1,162
0,19,tr,0,0,109
1,0,cg,2,1,213
1,1,cg,4,1,168
1,2,cg,3,1,146
1,3,bcg,4,0,145
1,4,bcg,0,1,151
1,5,cg,4,0,21
1,6,cg,5,1,159
1,7,cg,6,1,166
1,8,cg,1,1,178
1,9,bcg,0,0,113
1,10,bcg,6,1,156
1,11,bcg,0,1,163
1,12,bcg,2,1,157
1,13,bcg,0,1,148
1,14,bcg,2,1,149
1,15,cg,3,0,52
1,16,cg,0,1,165
1,17,bcg,2,0,91
1,18,cg,1,0,99
1,19,bcg,2,0,83
2,0,zw,1,0,213
2,1,bcg,5,0,55
2,2,zw,2,0,117
2,3,cg,2,1,156
2,4,zw,1,1,165
2,5,cg,6,2,174
2,6,zw,3,1,168
2,7,cg,4,1,192
2,8,tr,4,0,129
2,9,bcg,1,1,162
2,10,zw,1,0,84
2,11,cg,6,1,183
2,12,zw,3,1,179
2,13,bcg,5,0,39
2,14,zw,0,0,138
2,15,bcg,3,0,15
2,16,zw,3,1,166
2,17,cg,1,1,198
2,18,zw,1,1,177
2,19,cg,0,1,160
3,0,zw,1,0,154
3,1,bcg,5,0,92
3,2,tr,3,1,143
3,3,cg,0,0,119
3,4,zw,4,1,159
3,5,bcg,4,0,32
3,6,zw,1,1,156
3,7,cg,5,1,186
3,8,zw,3,1,162
3,9,cg,4,1,174
3,10,zw,0,1,173
3,11,bcg,2,0,98
3,12,zw,3,0,84
3,13,cg,1,1,173
3,14,zw,4,1,181
3,15,cg,4,1,181
3,16,tr,2,0,42
3,17,cg,3,0,141
3,18,tr,5,0,13
3,19,cg,2,1,167
4,0,zw,0,1,227
4,1,tr,2,0,148
4,2,tr,1,2,188
4,3,tr,5,1,174
4,4,zw,2,0,140
4,5,zw,3,1,163
4,6,tr,2,0,43
4,7,tr,5,1,170
4,8,zw,4,0,120
4,9,tr,0,0,68
4,10,zw,2,0,82
4,11,zw,3,1,184
4,12,tr,4,0,87
4,13,zw,1,0,52
4,14,zw,0,1,168
4,15,zw,3,0,134
4,16,zw,0,1,177
4,17,zw,3,1,165
4,18,zw,1,1,199
4,19,zw,0,1,148
5,0,tr,1,0,161
5,1,bcg,0,0,52
5,2,tr,4,0,132
5,3,cg,3,2,176
5,4,zw,3,0,161
5,5,cg,1,0,28
5,6,tr,0,1,201
5,7,cg,0,1,186
5,8,zw,1,0,106
5,9,cg,2,0,68
5,10,zw,3,0,93
5,11,cg,6,0,82
5,12,tr,4,1,206
5,13,cg,3,1,175
5,14,tr,2,1,188
5,15,cg,0,2,187
5,16,zw,0,0,143
5,17,bcg,2,1,168
5,18,zw,2,1,162
5,19,bcg,0,1,172
6,0,zw,2,1,229
6,1,bcg,5,1,141
6,2,tr,4,0,147
6,3,bcg,0,0,15
6,4,zw,1,1,201
6,5,cg,2,0,137
6,6,zw,4,0,24
6,7,cg,1,1,159
6,8,zw,1,0,119
6,9,bcg,3,1,147
6,10,zw,0,1,164
6,11,cg,5,0,104
6,12,zw,3,0,62
6,13,bcg,0,1,156
6,14,tr,0,0,141
6,15,bcg,6,0,18
6,16,zw,3,0,162
6,17,bcg,5,1,170
6,18,tr,2,0,28
6,19,cg,6,1,184
