0,0,zw,4,0,934
0,1,zw,7,0,657
0,2,zw,6,1,870
0,3,tr,7,0,1479
0,4,tr,3,0,771
0,5,zw,6,0,620
0,6,tr,4,1,1269
0,7,tr,5,0,490
0,8,tr,1,0,670
0,9,tr,3,0,442
0,10,zw,4,0,520
0,11,zw,0,0,463
0,12,zw,7,0,638
0,13,tr,0,0,772
0,14,zw,6,0,685
0,15,zw,2,1,1162
0,16,zw,3,0,772
0,17,tr,2,0,649
0,18,zw,3,0,769
0,19,tr,6,0,675
1,0,bcg,6,1,1121
1,1,bcg,5,0,735
1,2,cg,2,0,656
1,3,bcg,0,0,650
1,4,bcg,1,1,1004
1,5,bcg,4,0,909
1,6,bcg,1,0,676
1,7,bcg,5,0,597
1,8,cg,0,0,616
1,9,bcg,4,1,1080
1,10,bcg,3,0,892
1,11,cg,1,0,719
1,12,bcg,5,0,787
1,13,cg,1,0,705
1,14,bcg,5,0,609
1,15,cg,0,0,701
1,16,cg,5,0,607
1,17,bcg,1,0,665
1,18,cg,2,0,693
1,19,bcg,6,0,793
2,0,tr,0,0,1077
2,1,bcg,1,0,782
2,2,tr,7,0,845
2,3,cg,0,0,814
2,4,tr,5,0,733
2,5,bcg,6,0,788
2,6,zw,2,0,945
2,7,bcg,5,1,1007
2,8,zw,5,0,984
2,9,cg,6,0,894
2,10,tr,3,1,863
2,11,bcg,0,0,837
2,12,zw,5,0,935
2,13,bcg,5,0,783
2,14,tr,6,0,675
2,15,bcg,3,0,767
2,16,tr,7,0,726
2,17,cg,0,0,1996
2,18,tr,0,0,676
2,19,cg,4,0,687
3,0,zw,0,1,1009
3,1,cg,2,0,747
3,2,tr,3,0,629
3,3,bcg,0,0,684
3,4,tr,5,0,720
3,5,cg,4,0,679
3,6,tr,2,0,674
3,7,cg,5,0,1034
3,8,tr,1,0,1092
3,9,bcg,1,1,1379
3,10,tr,5,1,1236
3,11,bcg,0,0,2125
3,12,tr,6,0,703
3,13,cg,3,0,787
3,14,tr,2,0,771
3,15,cg,1,0,1514
3,16,tr,5,0,737
3,17,bcg,4,1,2051
3,18,zw,0,0,682
3,19,bcg,0,0,938
4,0,zw,2,0,1014
4,1,zw,5,0,719
4,2,tr,4,0,749
4,3,tr,6,0,708
4,4,tr,4,0,564
4,5,tr,7,0,497
4,6,zw,1,0,612
4,7,zw,7,0,695
4,8,tr,4,0,970
4,9,zw,1,0,630
4,10,zw,7,0,767
4,11,zw,6,0,653
4,12,tr,2,0,751
4,13,tr,7,0,672
4,14,tr,0,0,933
4,15,zw,3,0,623
4,16,tr,4,0,903
4,17,zw,7,0,781
4,18,tr,5,0,697
4,19,zw,6,0,698
5,0,tr,6,0,980
5,1,bcg,3,0,1298
5,2,zw,2,0,918
5,3,cg,4,0,662
5,4,zw,0,0,802
5,5,cg,6,0,778
5,6,zw,6,0,666
5,7,cg,2,0,494
5,8,tr,1,0,884
5,9,bcg,3,1,1165
5,10,zw,0,0,711
5,11,bcg,5,0,800
5,12,tr,2,0,792
5,13,cg,3,0,880
5,14,tr,6,0,1172
5,15,bcg,5,0,1358
5,16,tr,5,0,954
5,17,cg,2,0,981
5,18,tr,3,0,1730
5,19,cg,1,0,954
6,0,tr,1,0,810
6,1,bcg,6,0,729
6,2,tr,4,0,1900
6,3,cg,1,1,886
6,4,zw,5,0,1039
6,5,bcg,2,1,821
6,6,zw,2,0,859
6,7,cg,6,0,945
6,8,zw,0,1,997
6,9,cg,0,0,685
6,10,tr,3,0,991
6,11,cg,4,0,713
6,12,tr,1,0,1061
6,13,cg,5,0,1157
6,14,zw,2,0,1126
6,15,cg,6,0,650
6,16,tr,3,0,1028
6,17,cg,5,0,586
6,18,tr,6,0,1583
6,19,cg,0,0,816
