0,0,tr,0,1,405
0,1,zw,1,0,136
0,2,zw,3,2,187
0,3,zw,2,1,173
0,4,tr,5,0,141
0,5,zw,1,0,16
0,6,tr,4,0,139
0,7,zw,1,0,20
0,8,zw,3,1,166
0,9,zw,2,1,178
0,10,tr,0,0,132
0,11,zw,1,0,25
0,12,zw,4,1,160
0,13,tr,5,0,137
0,14,tr,4,1,168
0,15,zw,0,0,32
0,16,tr,2,0,131
0,17,zw,1,0,25
0,18,zw,0,1,177
0,19,zw,3,1,157
1,0,cg,3,2,222
1,1,bcg,1,0,104
1,2,bcg,2,1,168
1,3,cg,0,0,97
1,4,bcg,4,0,69
1,5,cg,3,0,92
1,6,bcg,6,0,71
1,7,cg,5,0,96
1,8,bcg,1,0,76
1,9,bcg,4,1,150
1,10,cg,2,1,272
1,11,bcg,3,0,66
1,12,bcg,1,1,172
1,13,cg,0,0,90
1,14,bcg,3,0,93
1,15,bcg,0,1,171
1,16,cg,6,0,55
1,17,bcg,3,0,122
1,18,bcg,4,1,174
1,19,cg,1,0,38
2,0,tr,4,0,107
2,1,bcg,6,1,159
2,2,tr,1,1,170
2,3,bcg,4,1,176
2,4,tr,2,1,166
2,5,bcg,1,1,161
2,6,tr,3,1,166
2,7,cg,2,0,162
2,8,zw,1,1,177
2,9,bcg,4,0,6
2,10,zw,0,1,199
2,11,bcg,6,0,129
2,12,tr,4,1,171
2,13,bcg,0,1,164
2,14,tr,1,1,177
2,15,cg,1,0,18
2,16,tr,3,0,153
2,17,cg,3,0,3
2,18,tr,5,0,166
2,19,bcg,4,1,169
3,0,tr,3,0,103
3,1,cg,5,0,89
3,2,tr,0,0,76
3,3,cg,6,0,136
3,4,tr,4,0,31
3,5,cg,3,0,151
3,6,zw,0,1,183
3,7,cg,5,1,188
3,8,zw,4,2,186
3,9,bcg,3,0,166
3,10,zw,0,0,23
3,11,bcg,6,0,145
3,12,tr,3,1,179
3,13,bcg,0,1,176
3,14,zw,2,0,61
3,15,cg,4,1,178
3,16,tr,5,0,116
3,17,bcg,3,1,172
3,18,zw,4,0,72
3,19,cg,0,1,173
4,0,tr,0,1,237
4,1,tr,3,1,220
4,2,tr,0,1,182
4,3,zw,3,0,55
4,4,tr,4,0,132
4,5,tr,2,1,187
4,6,zw,4,0,40
4,7,tr,1,0,155
4,8,tr,5,1,184
4,9,zw,0,0,8
4,10,zw,1,1,185
4,11,zw,2,0,171
4,12,zw,1,1,174
4,13,zw,2,1,172
4,14,tr,3,0,61
4,15,tr,2,1,174
4,16,zw,0,0,129
4,17,zw,1,1,175
4,18,tr,4,0,61
4,19,zw,0,0,120
5,0,tr,0,1,177
5,1,cg,5,1,205
5,2,zw,2,0,51
5,3,cg,4,0,144
5,4,tr,4,1,184
5,5,cg,1,2,180
5,6,tr,0,1,212
5,7,bcg,3,0,138
5,8,zw,3,1,188
5,9,cg,2,0,62
5,10,tr,0,1,195
5,11,cg,6,1,169
5,12,zw,4,0,120
5,13,bcg,2,1,175
5,14,tr,0,0,83
5,15,bcg,6,0,104
5,16,zw,4,1,179
5,17,bcg,4,1,184
5,18,tr,2,0,43
5,19,bcg,0,0,140
6,0,tr,4,1,185
6,1,cg,3,1,183
6,2,tr,0,1,187
6,3,bcg,4,0,113
6,4,tr,3,0,76
6,5,bcg,0,0,105
6,6,tr,2,0,55
6,7,bcg,3,0,111
6,8,tr,5,0,76
6,9,cg,1,1,198
6,10,zw,1,0,75
6,11,cg,5,1,296
6,12,tr,4,1,157
6,13,bcg,6,0,101
6,14,zw,0,1,180
6,15,cg,5,0,68
6,16,tr,5,1,187
6,17,cg,0,1,181
6,18,tr,1,1,176
6,19,cg,6,1,167
